Date,Benzene,Toluene,NO,NO2,NOx,PM2.5,PM10,RH,WS,WD,Ozone
16-06-2019 00:00,1.36,5.87,116.55,59.04,126.41,46.55,231.18,42.18,1.85,279.00,28.40
17-06-2019 00:00,2.49,10.38,158.15,91.61,177.71,51.95,200.57,43.06,1.35,251.28,23.73
18-06-2019 00:00,2.59,13.89,134.63,92.25,161.04,40.00,207.73,53.10,1.21,255.06,29.59
19-06-2019 00:00,3.56,11.83,50.02,89.00,88.11,117.86,319.86,47.58,0.97,157.86,42.95
20-06-2019 00:00,2.19,15.60,24.81,77.60,61.49,54.58,169.06,44.94,1.00,157.94,40.60
21-06-2019 00:00,2.83,19.24,36.83,89.30,77.52,79.38,218.66,43.07,0.81,151.93,24.59
22-06-2019 00:00,2.79,20.55,50.93,95.98,92.57,74.72,220.01,38.12,1.08,181.76,45.13
23-06-2019 00:00,1.26,14.40,7.02,40.42,27.21,35.38,138.86,46.68,2.70,96.60,25.47
24-06-2019 00:00,1.23,25.99,13.46,45.12,34.96,21.83,86.36,53.85,2.50,90.85,11.93
25-06-2019 00:00,2.09,19.49,23.42,70.00,56.33,46.09,132.30,48.32,0.86,135.01,33.41
26-06-2019 00:00,2.90,12.55,85.58,96.51,121.10,74.18,214.26,42.81,0.73,228.76,29.17
27-06-2019 00:00,3.09,14.34,132.57,96.64,159.34,70.92,305.25,40.70,1.14,269.40,19.25
28-06-2019 00:00,2.86,13.08,138.74,83.20,157.41,65.36,311.50,38.35,1.35,290.16,14.20
29-06-2019 00:00,2.25,9.88,128.78,82.46,150.96,67.65,344.47,35.78,1.11,262.08,13.16
30-06-2019 00:00,2.28,34.29,105.95,75.64,126.57,80.72,342.32,37.00,1.27,213.74,24.93
01-07-2019 00:00,2.06,17.86,54.74,75.17,84.61,89.83,260.70,40.01,0.79,175.22,25.99
02-07-2019 00:00,1.28,11.10,51.00,67.64,77.57,88.68,281.86,43.67,1.31,192.76,26.85
03-07-2019 00:00,0.88,13.31,10.23,40.60,29.93,36.94,118.20,47.24,1.81,105.76,6.91
04-07-2019 00:00,1.63,14.74,44.30,38.43,56.57,46.75,108.23,57.87,1.14,152.19,14.86
05-07-2019 00:00,2.07,15.13,59.00,52.91,76.26,80.53,153.18,60.06,1.09,181.40,5.74
06-07-2019 00:00,0.75,10.93,17.93,38.06,36.94,30.78,84.07,54.23,1.76,113.16,5.51
07-07-2019 00:00,1.07,11.64,46.91,59.70,70.00,49.01,122.45,53.10,0.76,169.11,10.50
08-07-2019 00:00,0.99,8.90,51.60,64.10,76.19,60.39,173.84,51.58,1.20,175.25,7.78
09-07-2019 00:00,0.73,12.50,75.29,53.20,89.69,46.42,151.86,55.78,0.95,186.33,11.21
10-07-2019 00:00,0.87,14.03,76.75,60.19,94.58,80.77,457.32,53.01,1.12,185.17,13.14
11-07-2019 00:00,0.78,14.81,121.88,61.88,132.29,82.64,426.17,47.32,1.20,214.05,12.13
12-07-2019 00:00,0.94,9.39,106.27,46.92,111.58,87.02,483.64,50.05,1.31,193.41,17.17
13-07-2019 00:00,0.96,18.19,94.08,49.62,103.03,80.02,437.29,44.03,1.67,207.40,27.15
14-07-2019 00:00,0.72,16.80,84.37,50.18,93.40,63.97,312.33,47.61,1.31,176.47,25.84
15-07-2019 00:00,1.15,23.85,41.39,39.65,54.84,40.30,150.55,60.08,1.31,123.38,25.91
16-07-2019 00:00,0.85,22.15,28.71,50.98,50.52,31.49,108.77,60.29,1.25,109.49,55.52
17-07-2019 00:00,1.62,19.26,70.82,51.01,84.88,41.43,105.30,65.48,0.48,200.99,29.71
18-07-2019 00:00,1.09,13.28,102.51,72.68,122.23,40.53,128.93,63.83,0.35,207.76,8.54
19-07-2019 00:00,1.62,29.73,39.63,66.29,69.80,76.91,238.27,55.34,0.68,133.34,15.46
20-07-2019 00:00,1.36,21.52,53.21,46.77,68.25,56.30,147.38,59.86,0.69,136.26,33.29
21-07-2019 00:00,1.74,32.07,81.16,52.01,93.84,67.69,155.99,63.19,0.73,126.52,26.47
22-07-2019 00:00,1.99,35.61,70.76,49.83,84.20,71.85,174.53,61.74,0.56,113.19,27.35
23-07-2019 00:00,2.71,40.06,61.18,61.64,82.65,87.73,246.08,55.95,0.43,147.52,23.83
24-07-2019 00:00,2.38,32.36,74.62,88.85,108.09,70.31,232.38,55.93,0.78,182.21,27.56
25-07-2019 00:00,1.12,20.58,71.86,57.98,89.40,25.33,95.51,63.23,0.69,178.28,24.00
26-07-2019 00:00,0.99,19.51,29.66,39.01,44.93,26.00,63.72,66.86,1.04,116.07,40.06
27-07-2019 00:00,1.07,35.45,11.76,31.84,26.80,23.90,50.74,68.68,1.46,89.22,32.44
28-07-2019 00:00,0.62,22.26,13.20,43.69,33.82,16.00,57.93,57.29,2.49,92.70,30.64
29-07-2019 00:00,0.82,25.09,14.67,36.50,31.39,24.02,71.71,57.20,2.23,88.73,25.22
30-07-2019 00:00,0.98,30.51,20.87,40.77,38.69,29.07,88.85,58.92,1.53,89.68,27.59
31-07-2019 00:00,1.11,27.93,12.38,38.84,30.75,28.80,83.70,56.78,1.81,88.42,19.07
01-08-2019 00:00,1.31,22.33,12.46,44.29,33.71,33.04,88.94,55.28,1.46,90.61,17.68
02-08-2019 00:00,1.67,26.73,33.75,45.36,51.65,33.06,102.79,60.63,0.87,123.34,26.26
03-08-2019 00:00,2.27,39.34,35.77,37.02,48.85,39.80,95.82,66.27,0.78,113.75,31.17
04-08-2019 00:00,2.34,33.29,43.69,41.17,57.51,50.69,121.03,62.74,0.57,125.68,32.08
05-08-2019 00:00,2.64,24.34,27.92,50.94,49.85,49.98,113.94,61.50,0.62,110.71,22.31
06-08-2019 00:00,2.11,28.50,60.88,66.23,84.79,37.34,77.25,77.62,0.60,114.30,35.25
07-08-2019 00:00,2.49,38.48,52.06,52.51,70.37,44.70,115.17,75.85,0.92,111.86,45.79
08-08-2019 00:00,1.72,32.73,27.07,37.86,42.22,27.74,84.32,68.08,1.15,92.64,27.17
09-08-2019 00:00,0.77,25.45,19.70,31.58,32.86,16.60,69.65,67.86,3.30,88.82,15.99
10-08-2019 00:00,0.00,21.57,0.00,0.00,0.00,33.00,64.00,91.68,1.10,54.85,0.00
11-08-2019 00:00,0.06,14.68,0.00,0.00,0.00,30.80,54.06,75.95,1.13,98.13,0.00
12-08-2019 00:00,1.52,18.69,85.25,59.02,100.91,26.42,96.06,65.06,0.82,224.28,22.65
13-08-2019 00:00,1.80,15.05,98.04,56.40,109.90,26.90,84.38,60.56,0.80,236.27,22.62
14-08-2019 00:00,3.27,22.67,90.92,73.54,114.68,49.41,90.60,65.02,0.42,179.22,24.59
15-08-2019 00:00,2.03,14.84,36.95,47.93,55.62,33.19,78.66,61.03,1.43,109.15,29.67
16-08-2019 00:00,0.88,20.03,13.63,31.77,28.02,17.62,57.00,61.47,2.33,91.38,18.98
17-08-2019 00:00,1.00,14.13,17.32,24.69,27.09,9.42,24.30,69.76,2.26,99.90,18.07
18-08-2019 00:00,1.71,19.45,110.13,44.31,113.15,20.17,56.75,68.35,0.49,213.56,21.91
19-08-2019 00:00,2.81,20.01,94.54,58.10,108.01,52.45,178.72,59.38,0.37,220.56,25.10
20-08-2019 00:00,2.82,22.42,101.70,50.84,109.92,53.27,189.25,57.71,0.74,253.78,25.08
21-08-2019 00:00,2.62,14.71,93.88,63.15,110.18,64.88,224.62,54.95,0.59,263.08,15.96
22-08-2019 00:00,4.40,29.18,115.91,67.35,130.38,67.15,219.91,58.46,0.43,230.29,13.48
23-08-2019 00:00,4.99,28.91,167.28,78.36,178.08,68.53,252.55,57.39,0.36,216.22,14.09
24-08-2019 00:00,6.22,43.20,135.35,78.50,151.78,85.00,228.26,63.76,0.35,157.07,14.69
25-08-2019 00:00,2.07,26.82,30.93,50.04,51.83,39.15,83.22,65.52,0.49,96.09,12.85
26-08-2019 00:00,2.14,25.29,33.55,46.30,51.97,27.08,96.74,59.25,0.96,96.07,13.70
27-08-2019 00:00,2.53,34.64,47.94,58.62,70.26,45.62,170.06,54.91,0.62,105.50,22.31
28-08-2019 00:00,1.68,19.99,17.01,56.59,43.97,38.39,115.79,52.93,0.91,91.42,18.17
29-08-2019 00:00,1.54,18.33,14.23,50.43,38.41,38.60,110.15,54.32,1.23,100.37,15.74
30-08-2019 00:00,2.38,18.14,43.20,59.34,66.78,49.16,143.90,54.65,0.58,131.29,27.82
31-08-2019 00:00,3.98,33.41,65.60,94.15,103.57,65.73,192.17,55.63,0.41,171.18,19.43
01-09-2019 00:00,2.29,34.27,16.90,45.63,38.06,29.11,88.28,62.08,0.72,103.99,18.86
02-09-2019 00:00,2.98,32.43,29.72,54.54,53.24,60.69,148.67,57.07,0.40,132.61,20.01
03-09-2019 00:00,3.86,32.71,58.41,66.17,82.82,79.00,202.83,56.00,0.35,177.09,18.30
04-09-2019 00:00,3.61,44.19,30.70,54.50,54.01,75.79,182.45,59.82,0.92,128.23,15.07
05-09-2019 00:00,2.37,32.37,13.37,34.50,29.25,33.27,101.00,58.93,1.05,92.71,11.44
06-09-2019 00:00,3.38,52.65,31.12,32.04,42.42,38.06,104.92,58.15,0.88,120.09,12.93
07-09-2019 00:00,3.70,41.40,28.68,36.99,43.04,38.46,105.31,61.07,0.92,122.84,15.08
08-09-2019 00:00,3.14,26.87,44.55,38.29,56.69,41.93,143.50,57.89,0.52,141.76,37.66
09-09-2019 00:00,3.27,22.20,60.21,51.54,76.49,68.58,202.52,54.54,0.42,185.15,24.05
10-09-2019 00:00,4.67,37.56,54.27,64.73,78.68,79.75,218.62,52.27,0.33,138.55,30.01
11-09-2019 00:00,4.83,45.40,26.40,74.74,61.28,84.88,202.57,51.67,0.44,121.34,53.96
12-09-2019 00:00,2.33,23.39,13.92,37.60,31.37,53.77,124.27,56.12,1.45,102.71,20.17
13-09-2019 00:00,1.81,34.68,15.83,50.78,39.91,32.32,83.01,55.89,1.13,94.16,17.29
14-09-2019 00:00,1.51,45.50,12.26,36.09,29.20,34.68,80.70,57.68,1.55,93.93,21.25
15-09-2019 00:00,1.94,47.88,22.06,42.38,40.52,39.79,92.94,59.48,0.79,104.10,25.48
16-09-2019 00:00,3.94,27.21,77.39,80.03,105.70,70.14,185.52,55.14,0.32,183.12,23.94
17-09-2019 00:00,3.80,34.29,71.73,72.33,96.95,75.49,200.42,52.10,0.45,176.67,37.82
18-09-2019 00:00,1.86,26.27,9.41,40.30,29.11,32.38,97.71,52.55,1.60,97.34,24.93
19-09-2019 00:00,1.44,27.08,9.03,28.29,22.42,17.66,62.04,57.93,2.00,91.80,20.78
20-09-2019 00:00,2.64,36.25,23.22,40.99,40.74,40.44,113.86,55.24,0.90,103.12,26.79
21-09-2019 00:00,3.52,30.24,59.91,47.85,74.29,38.34,109.24,51.45,0.70,148.86,27.47
22-09-2019 00:00,2.96,46.76,32.38,41.41,48.44,26.99,82.92,0.00,1.15,116.95,24.64
23-09-2019 00:00,2.38,37.48,26.29,43.39,44.52,31.12,94.18,53.54,0.86,123.62,26.56
24-09-2019 00:00,3.30,30.74,47.24,48.16,64.13,41.64,120.45,38.30,0.88,133.33,36.03
25-09-2019 00:00,2.79,33.99,29.87,43.50,47.49,34.61,107.70,34.34,0.69,107.17,39.25
26-09-2019 00:00,1.94,67.53,17.01,31.61,30.68,25.70,73.78,71.97,1.91,89.39,19.85
27-09-2019 00:00,1.86,80.75,14.06,31.49,28.22,13.26,62.47,74.51,1.78,90.31,23.86
28-09-2019 00:00,1.32,46.14,21.74,30.74,34.08,23.45,74.45,75.21,1.61,93.56,26.88
29-09-2019 00:00,0.82,23.76,10.04,27.06,22.58,14.05,46.19,76.87,1.49,95.57,20.50
30-09-2019 00:00,1.30,24.80,19.21,38.73,36.27,26.20,75.53,76.08,0.93,106.73,20.80
01-10-2019 00:00,1.45,15.32,16.66,37.84,33.70,31.60,85.70,74.82,1.11,107.29,18.41
02-10-2019 00:00,1.34,14.98,49.75,47.89,66.03,45.18,140.93,70.32,0.45,128.63,34.70
03-10-2019 00:00,2.76,28.24,93.08,70.59,113.44,76.57,209.86,68.69,0.43,134.08,63.78
04-10-2019 00:00,2.37,19.97,97.86,65.06,114.39,56.08,164.94,70.47,0.61,269.23,30.93
05-10-2019 00:00,2.60,19.86,95.03,65.48,112.30,45.47,163.54,63.14,0.59,275.03,28.01
06-10-2019 00:00,2.41,18.05,94.40,72.67,115.59,68.06,198.14,63.33,0.52,282.76,31.37
07-10-2019 00:00,2.72,14.53,89.70,61.60,105.88,59.12,184.41,64.83,0.76,291.80,32.50
08-10-2019 00:00,3.45,17.28,112.89,61.79,124.87,48.73,164.58,60.49,0.54,255.44,37.05
09-10-2019 00:00,2.61,18.04,61.56,76.92,91.15,79.78,217.80,59.94,0.41,140.92,51.25
10-10-2019 00:00,1.81,19.23,45.65,95.40,87.95,120.05,275.88,58.28,0.36,176.63,34.21
11-10-2019 00:00,3.59,20.54,130.12,86.17,151.94,135.77,301.33,64.06,0.96,170.75,28.08
12-10-2019 00:00,0.00,0.00,90.93,81.40,117.43,133.61,303.00,62.37,0.30,57.53,22.58
13-10-2019 00:00,2.64,14.08,122.11,94.15,149.63,183.17,361.23,62.04,0.30,57.06,25.42
14-10-2019 00:00,3.16,18.33,165.69,95.86,188.21,147.56,343.26,63.52,0.30,60.62,22.32
15-10-2019 00:00,3.35,36.41,136.60,100.34,166.71,172.25,383.65,62.08,0.30,58.86,45.57
16-10-2019 00:00,2.07,17.51,49.80,77.60,81.87,162.51,326.91,62.84,0.43,80.26,33.95
17-10-2019 00:00,0.95,10.01,19.75,68.22,52.11,129.47,261.76,61.26,0.77,95.01,24.98
18-10-2019 00:00,0.92,17.77,50.14,78.86,77.55,70.00,257.40,53.63,1.08,153.43,20.18
19-10-2019 00:00,2.60,25.10,120.91,97.20,150.18,106.09,264.75,58.78,0.32,208.70,29.61
20-10-2019 00:00,2.51,15.64,151.10,101.47,177.17,112.29,259.08,55.05,0.41,280.88,13.91
21-10-2019 00:00,3.34,17.68,135.38,102.32,168.95,123.93,265.43,55.39,0.57,279.84,18.12
22-10-2019 00:00,3.82,20.57,176.01,118.78,202.37,121.97,294.15,57.09,0.65,285.42,20.26
23-10-2019 00:00,6.73,34.44,226.04,134.31,267.03,176.73,425.33,59.75,0.38,232.41,35.20
24-10-2019 00:00,3.28,22.69,148.80,119.29,184.74,229.76,483.35,62.00,0.38,131.00,7.05
25-10-2019 00:00,2.25,17.77,117.84,93.53,161.69,147.95,379.56,59.14,0.60,99.85,28.29
26-10-2019 00:00,2.79,22.15,132.38,120.38,169.87,193.56,434.60,64.92,0.32,158.93,12.52
27-10-2019 00:00,3.73,13.78,237.34,120.22,285.60,234.49,468.98,65.22,0.44,264.72,10.46
28-10-2019 00:00,3.52,11.99,205.24,128.14,241.69,352.24,534.95,65.84,0.30,242.36,8.67
29-10-2019 00:00,5.20,19.76,283.07,139.99,307.53,410.07,612.58,71.87,0.30,226.32,9.34
30-10-2019 00:00,4.93,19.06,306.23,136.05,320.63,373.41,628.93,68.72,0.31,268.59,7.92
31-10-2019 00:00,6.19,21.32,243.43,138.86,288.45,409.59,670.44,69.95,0.30,245.85,12.93
01-11-2019 00:00,4.61,18.52,192.08,147.93,236.62,455.22,683.68,65.56,0.30,217.84,24.30
02-11-2019 00:00,3.20,10.82,180.43,106.13,209.57,379.18,556.08,67.03,0.41,259.72,13.51
03-11-2019 00:00,3.72,9.22,192.87,101.07,211.00,599.53,709.53,73.04,0.34,276.14,11.89
04-11-2019 00:00,2.32,7.09,176.37,86.64,189.86,381.55,485.17,63.32,0.60,288.26,14.12
05-11-2019 00:00,2.21,6.90,175.97,96.36,163.66,240.27,384.54,60.08,0.43,282.21,16.15
06-11-2019 00:00,1.88,7.20,139.40,106.71,174.50,121.78,263.12,57.52,0.50,186.22,18.66
07-11-2019 00:00,2.16,16.88,104.14,103.06,141.45,213.62,348.70,69.00,0.70,137.04,15.44
08-11-2019 00:00,2.89,13.30,153.92,122.17,190.45,205.04,356.08,67.03,0.33,199.38,18.75
09-11-2019 00:00,1.88,7.94,170.92,106.26,198.50,144.52,248.22,58.99,0.49,279.40,14.37
10-11-2019 00:00,1.85,8.05,190.35,130.35,224.17,234.70,385.83,54.34,0.38,256.77,18.00
11-11-2019 00:00,2.30,8.47,150.64,129.78,191.69,333.03,498.06,54.45,0.38,241.34,14.48
12-11-2019 00:00,3.16,10.62,191.24,138.67,235.95,450.64,612.66,60.42,0.34,224.17,12.07
13-11-2019 00:00,3.67,13.51,161.66,126.75,199.22,405.96,570.05,65.21,0.31,218.72,11.41
14-11-2019 00:00,4.53,18.61,225.29,127.61,233.70,425.42,629.03,71.46,0.33,183.64,17.68
15-11-2019 00:00,4.13,13.14,173.43,105.12,202.66,386.04,591.52,67.87,0.32,266.20,11.20
16-11-2019 00:00,1.99,7.76,87.23,65.50,105.94,162.46,311.33,61.51,0.72,284.59,9.70
17-11-2019 00:00,1.07,3.80,95.19,58.12,108.50,98.15,193.44,59.21,1.26,292.62,10.04
18-11-2019 00:00,2.10,5.94,190.60,93.24,232.47,126.14,244.43,66.47,0.54,281.47,24.28
19-11-2019 00:00,2.11,6.59,160.68,91.01,179.42,185.27,323.29,63.95,0.37,278.63,34.92
20-11-2019 00:00,0.00,0.00,23.35,146.32,83.76,227.29,504.05,57.25,0.30,223.06,50.17
21-11-2019 00:00,1.64,11.38,12.90,111.95,64.20,282.17,525.29,65.47,0.33,180.26,57.57
22-11-2019 00:00,2.76,29.79,25.60,85.21,48.51,264.22,470.18,65.12,0.33,245.66,37.20
23-11-2019 00:00,1.09,3.51,221.93,99.61,233.89,139.43,296.52,62.31,0.30,280.94,26.57
24-11-2019 00:00,0.80,3.53,139.65,85.11,156.61,96.80,228.15,57.82,0.30,287.26,29.92
25-11-2019 00:00,1.52,3.54,122.50,77.83,141.70,120.18,254.29,61.35,0.30,188.77,33.73
26-11-2019 00:00,0.97,4.83,50.81,82.88,86.99,114.74,243.11,56.92,0.30,174.35,41.68
27-11-2019 00:00,0.84,7.61,49.43,68.28,76.62,109.93,167.38,68.24,0.49,139.69,45.00
28-11-2019 00:00,1.74,13.82,30.51,49.87,51.40,35.53,75.80,76.09,1.58,107.24,47.28
29-11-2019 00:00,2.30,12.20,112.32,63.98,125.58,57.01,141.47,76.25,0.37,209.47,37.10
30-11-2019 00:00,0.84,4.12,200.55,101.24,229.44,104.70,258.14,69.68,0.52,262.22,31.16
01-12-2019 00:00,0.00,0.00,207.24,105.15,230.08,135.80,276.20,69.79,0.49,258.83,30.70
02-12-2019 00:00,9.33,63.31,234.40,101.57,243.06,158.70,320.84,69.02,0.48,250.33,36.79
03-12-2019 00:00,10.02,109.43,223.96,108.48,240.23,167.50,355.90,66.50,0.45,248.84,41.54
04-12-2019 00:00,3.20,289.52,205.19,117.31,235.38,207.24,397.93,66.60,0.30,219.65,42.75
05-12-2019 00:00,11.93,143.90,189.81,124.90,221.41,319.23,516.18,72.88,0.30,185.71,55.78
06-12-2019 00:00,13.03,92.29,143.87,102.63,174.48,252.17,390.13,77.83,0.31,236.41,38.13
07-12-2019 00:00,6.87,43.11,222.42,102.48,230.43,302.58,486.15,82.90,0.31,247.38,50.03
08-12-2019 00:00,8.74,43.63,203.30,127.06,232.82,297.56,489.17,75.74,0.32,260.08,43.55
09-12-2019 00:00,6.33,27.40,184.87,115.66,212.33,242.44,437.91,72.82,0.32,261.79,42.60
10-12-2019 00:00,5.85,26.41,122.35,126.69,161.21,292.69,475.22,71.87,0.31,260.90,44.18
11-12-2019 00:00,6.63,47.23,64.99,135.30,133.47,340.33,555.40,66.60,0.51,144.81,76.37
12-12-2019 00:00,4.46,28.11,30.99,136.26,99.88,303.67,437.33,73.51,1.73,102.24,61.72
13-12-2019 00:00,1.86,7.73,36.86,149.93,111.12,102.10,126.64,84.96,1.73,145.04,62.05
14-12-2019 00:00,0.00,0.00,0.00,0.00,0.00,89.00,145.00,0.00,0.00,0.00,0.00
15-12-2019 00:00,4.88,20.10,192.80,244.35,270.30,92.83,208.22,73.65,0.74,266.24,66.63
16-12-2019 00:00,2.63,5.55,272.18,150.16,300.60,96.98,170.95,85.89,1.00,267.83,64.40
17-12-2019 00:00,1.85,5.25,230.47,111.49,249.11,108.30,186.74,82.99,0.78,261.49,60.44
18-12-2019 00:00,2.96,7.88,124.95,158.29,186.06,178.75,273.28,77.86,0.58,227.24,57.82
19-12-2019 00:00,5.36,20.11,68.04,147.79,133.29,326.10,438.66,89.30,0.74,124.46,53.67
20-12-2019 00:00,8.51,33.04,144.55,240.56,241.46,503.94,674.47,83.49,0.34,226.46,57.16
21-12-2019 00:00,5.66,15.47,96.17,181.02,169.21,313.38,419.82,83.29,0.53,259.09,64.82
22-12-2019 00:00,2.28,4.20,127.79,120.25,168.14,160.89,223.04,86.31,0.90,266.51,65.39
23-12-2019 00:00,2.72,37.35,160.53,123.35,195.40,198.30,280.20,83.97,0.62,236.34,65.67
24-12-2019 00:00,3.90,49.96,55.06,302.50,171.77,328.19,484.31,83.35,0.52,198.08,65.68
25-12-2019 00:00,1.88,49.82,51.69,157.52,98.08,187.57,276.14,84.81,0.85,269.95,68.16
26-12-2019 00:00,1.45,42.61,45.48,201.49,113.69,217.88,331.53,81.06,0.52,259.15,68.68
27-12-2019 00:00,2.72,196.57,27.16,246.23,125.70,292.34,426.05,79.79,0.36,214.34,67.34
28-12-2019 00:00,4.58,52.81,38.02,331.13,182.31,336.75,500.48,88.05,0.40,200.29,65.85
29-12-2019 00:00,3.74,45.41,19.07,215.10,119.51,359.65,517.02,82.52,0.36,180.48,65.61
30-12-2019 00:00,4.28,379.27,5.37,63.66,37.88,369.66,500.67,94.21,0.94,147.02,68.05
31-12-2019 00:00,3.54,383.75,4.92,45.47,16.43,290.57,331.31,80.65,1.25,119.89,63.82
01-01-2020 00:00,5.77,349.07,68.81,54.65,109.80,367.38,460.72,79.31,0.84,124.07,60.06
02-01-2020 00:00,5.93,188.12,98.65,61.22,137.43,361.69,472.60,76.68,0.61,166.35,63.83
03-01-2020 00:00,8.84,197.12,75.03,46.58,134.50,389.30,492.54,75.58,0.92,125.08,66.70
04-01-2020 00:00,5.32,157.69,85.01,90.28,119.86,209.88,361.17,64.32,0.67,253.71,63.19
05-01-2020 00:00,2.14,98.31,95.93,68.64,127.24,189.56,315.02,70.22,0.77,233.42,62.93
06-01-2020 00:00,2.73,117.59,107.19,62.24,122.24,170.26,289.72,73.29,0.46,211.32,67.08
07-01-2020 00:00,3.09,98.70,29.39,41.79,47.20,142.56,217.66,80.31,1.45,87.16,63.68
08-01-2020 00:00,2.63,93.13,74.56,37.43,81.07,145.70,168.07,91.40,0.74,152.14,62.43
09-01-2020 00:00,1.86,72.51,99.55,44.38,100.20,111.38,230.26,80.01,1.24,267.09,63.99
10-01-2020 00:00,2.32,61.97,89.01,53.81,121.99,148.54,323.30,79.83,1.03,264.77,64.56
11-01-2020 00:00,3.15,54.23,114.56,70.58,136.36,164.28,344.48,70.20,0.64,250.82,63.86
12-01-2020 00:00,4.83,58.30,127.75,73.67,186.45,260.68,0.00,73.32,0.47,233.10,64.42
13-01-2020 00:00,3.52,54.67,68.30,54.47,102.88,259.22,328.16,77.62,1.32,121.87,59.45
14-01-2020 00:00,2.21,56.98,60.50,38.74,71.53,143.28,213.71,83.14,0.79,252.70,61.34
15-01-2020 00:00,2.61,59.69,59.98,46.55,73.67,118.79,199.33,79.69,0.57,247.83,60.22
16-01-2020 00:00,3.11,46.90,60.82,37.57,70.30,163.94,205.18,84.91,0.44,230.62,62.73
17-01-2020 00:00,2.22,42.16,87.99,38.81,93.18,106.42,153.88,88.04,0.63,250.77,64.80
18-01-2020 00:00,5.29,61.12,119.16,72.96,146.05,171.87,340.52,81.40,0.54,244.22,34.84
19-01-2020 00:00,2.66,49.01,110.60,54.86,119.29,153.73,261.58,82.13,1.17,259.07,12.15
20-01-2020 00:00,3.18,40.12,99.10,63.04,124.46,181.78,314.54,84.54,0.69,245.99,12.09
21-01-2020 00:00,4.05,45.72,78.74,61.82,99.02,243.08,403.34,83.62,0.89,121.55,11.90
22-01-2020 00:00,6.46,47.32,135.16,59.43,147.84,235.97,359.52,84.38,0.92,242.44,12.03
23-01-2020 00:00,2.04,41.32,81.06,51.89,93.75,74.64,175.20,65.22,2.16,264.59,12.27
24-01-2020 00:00,2.25,38.13,113.59,81.66,142.13,91.35,256.97,54.98,1.79,250.38,13.64
25-01-2020 00:00,3.18,34.12,112.95,91.07,147.59,159.07,354.67,60.10,0.66,238.67,13.30
26-01-2020 00:00,6.05,39.65,93.46,85.09,146.73,292.98,519.90,75.04,0.62,223.76,18.26
27-01-2020 00:00,8.20,56.02,63.87,92.79,112.31,238.67,447.77,72.54,0.88,140.17,19.70
28-01-2020 00:00,3.23,45.60,43.48,52.52,59.68,105.43,152.98,78.27,1.93,108.97,21.38
29-01-2020 00:00,3.27,42.94,107.80,56.76,116.87,82.70,171.68,74.09,0.59,238.50,18.66
30-01-2020 00:00,3.07,44.04,83.71,56.26,99.93,81.83,183.79,72.83,1.25,267.06,22.39
31-01-2020 00:00,2.80,26.98,101.60,72.35,119.24,91.30,230.54,71.04,0.92,244.58,20.89
01-02-2020 00:00,3.45,7.36,90.74,68.57,117.82,130.43,269.45,81.94,0.47,212.00,20.55
02-02-2020 00:00,2.84,6.97,117.18,78.81,144.58,125.08,234.81,75.69,0.97,262.34,23.64
03-02-2020 00:00,4.71,19.12,115.39,89.99,146.89,154.68,339.19,68.93,0.57,220.74,24.20
04-02-2020 00:00,7.48,37.45,43.65,79.37,128.35,208.78,407.02,66.34,0.90,152.48,49.09
05-02-2020 00:00,3.13,13.00,93.21,81.74,117.23,133.15,301.53,61.87,1.14,260.89,26.45
06-02-2020 00:00,3.53,11.01,89.29,77.61,134.89,132.27,277.74,68.88,0.63,218.19,25.83
07-02-2020 00:00,4.05,15.24,63.78,89.88,120.21,163.25,276.30,71.32,0.62,213.10,47.97
08-02-2020 00:00,3.38,9.88,77.47,74.68,112.96,145.22,290.78,68.37,0.93,262.61,29.26
09-02-2020 00:00,3.12,8.07,47.58,90.22,90.30,150.05,293.99,67.56,0.55,248.63,27.03
10-02-2020 00:00,4.24,13.21,11.25,59.47,40.55,178.18,383.42,70.63,0.68,233.12,26.85
11-02-2020 00:00,5.63,19.64,52.91,102.15,93.38,184.85,389.11,71.06,0.56,223.79,26.26
12-02-2020 00:00,3.31,9.66,66.63,87.78,81.90,173.61,356.52,67.73,1.40,249.62,26.02
13-02-2020 00:00,2.28,7.52,67.96,71.75,96.39,100.43,229.39,59.97,2.00,258.80,29.82
14-02-2020 00:00,1.41,5.51,71.73,53.26,86.60,85.24,196.70,64.89,2.81,265.61,37.37
15-02-2020 00:00,1.98,4.00,115.69,89.17,147.38,85.67,244.94,48.85,2.02,258.22,40.28
16-02-2020 00:00,2.72,8.52,103.58,90.91,151.59,137.48,300.07,61.88,0.74,244.67,29.86
17-02-2020 00:00,5.30,17.66,73.94,99.03,115.00,188.72,380.00,64.55,1.05,244.76,24.76
18-02-2020 00:00,3.69,13.67,117.86,110.65,154.87,130.99,306.91,54.49,1.23,242.57,27.34
19-02-2020 00:00,6.38,50.50,15.85,74.05,44.30,150.86,378.56,64.00,1.99,109.85,33.93
20-02-2020 00:00,1.22,5.93,10.00,36.70,27.68,102.93,233.05,60.83,3.35,87.06,15.08
21-02-2020 00:00,1.97,20.20,25.06,38.19,40.74,54.28,98.11,78.34,2.13,132.49,14.96
22-02-2020 00:00,2.48,15.38,53.90,45.98,76.08,74.28,167.26,73.27,0.81,152.30,15.22
23-02-2020 00:00,2.84,9.72,62.01,50.27,77.30,111.16,207.71,70.57,0.51,192.65,13.51
